sale_id,date_key,product_key,customer_key,store_key,sold_at,quantity,unit_price,discount_pct,revenue,category
1451,1888726,727551,1448804,1006546,2024-01-31 23:59:58.373468005,2,30.0,0.35,58.71,Home
707395,284185,654928,923279,367321,2024-01-02 13:10:14.895999449,1,54.0,0.35,64.05,Home
436632,311682,30337,289577,1708860,2024-01-31 23:59:58.995711061,1,584.49,0.35,53.05,Electronics
1773449,1988768,1603748,445052,1593782,2024-01-31 23:59:58.572119856,1,5.0,0.35,88.61,Electronics
1563667,1864460,995944,978114,1069986,2024-01-31 23:59:58.557205418,1,190.49,0.35,110.15,Electronics
652215,868686,1630347,1740113,461762,2024-01-31 23:59:58.290824167,1,57.99,0.35,39.92,Apparel
1768972,1153904,7620,352994,1490265,2024-01-31 23:59:58.333440456,4,28.99,0.35,61.8,Electronics
406684,417087,1076291,1180702,403604,2024-01-31 23:59:58.125471130,2,16.99,0.35,64.4,Home
1430177,1417838,1789677,1239419,1490265,2024-01-31 23:59:58.121765584,1,29.0,0.35,61.33,Home
559609,1154970,122889,1543005,376185,2024-01-31 23:59:58.908021260,1,5.0,0.35,58.35,Apparel
305171,712223,1762665,658852,810646,2024-01-31 23:59:58.640282152,1,11.99,0.35,82.22,Electronics
377682,1716126,1051449,1747493,1101857,2024-01-31 23:59:58.289207797,3,107.0,0.35,34.52,Electronics
1888911,936943,1762665,1968052,126408,2024-01-31 23:59:58.585911547,7,31.55,0.35,21.5,Electronics
331819,1005135,1180456,1243042,73851,2024-01-31 23:59:58.338814395,2,5.95,0.35,124.31,Grocery
1368120,1144313,176538,1210320,866773,2024-01-31 23:59:58.536586168,2,44.99,0.35,35.46,Home
1629711,805425,153567,1717050,905509,2024-01-31 23:59:58.916786738,4,12.95,0.35,68.9,Home
36907,1099548,284542,572259,126408,2024-01-31 23:59:58.056111239,3,93.99,0.35,4.61,Electronics
1564025,1773801,1271803,861116,621805,2024-01-31 23:59:58.715798819,8,23.0,0.35,34.61,Grocery
267288,1250310,1752113,822903,481685,2024-01-31 23:59:58.765764391,1,13.49,0.35,70.01,Electronics
1308737,1751524,1197043,1185400,1708860,2024-01-15 23:28:05.589587697,1,15.2,0.35,149.52,Electronics
1781646,744877,1300687,1285897,1199261,2024-01-31 23:59:58.879813887,2,177.0,0.35,36.02,Home
1795218,711463,706872,1560890,1285520,2024-01-31 23:59:58.634816034,8,52.99,0.35,26.69,Home
754295,1969492,688004,1852805,73851,2024-01-31 23:59:58.446654719,1,132.99,0.35,46.38,Grocery
1611003,1013366,1622870,1588954,148029,2024-01-31 23:59:58.229137313,1,17.99,0.35,91.64,Electronics
892613,291616,1509815,942993,709137,2024-01-31 23:59:58.807570276,1,10.0,0.35,78.09,Home
261713,936943,1866009,1710883,994493,2024-01-31 23:59:58.348098678,1,82.0,0.35,100.98,Electronics
1543114,1227319,208984,1131300,1771932,2024-01-18 14:06:59.124980614,2,7.44,0.35,31.94,Apparel
1481227,110024,813743,1876101,1593782,2024-01-31 23:59:58.355850777,2,161.95,0.35,24.32,Home
354576,383519,1789677,471845,97416,2024-01-31 23:59:58.980530353,1,31.95,0.35,60.39,Electronics
1427447,1337795,1408470,1120592,1674329,2024-01-31 23:59:58.967720315,5,416.95,0.35,69.39,Home
554610,359130,648278,371953,1936047,2024-01-31 23:59:58.479696142,1,15.04,0.35,62.34,Electronics
470337,1094970,20469,1655072,352900,2024-01-31 23:59:58.883383245,1,5.0,0.35,26.85,Electronics
1780062,135480,795963,38861,810646,2024-01-31 23:59:58.631536987,1,17.18,0.35,128.5,Grocery
675161,429385,648278,1326871,97416,2024-01-31 23:59:58.585517177,8,45.0,0.35,6.03,Electronics
1427959,227725,768150,84479,1674329,2024-01-31 23:59:58.419986840,3,10.49,0.35,102.03,Grocery
1749717,1347608,1092772,1569896,1438063,2024-01-31 23:59:58.006631270,1,80.0,0.35,25.79,Grocery
1009666,166024,1227147,1646149,1490265,2024-01-31 23:59:58.398919365,1,80.0,0.35,25.5,Electronics
1681043,2936,406183,1856666,1006546,2024-01-31 23:59:58.266096025,4,29.95,0.35,78.23,Electronics
995515,683794,1856529,242182,1936047,2024-01-31 23:59:58.495634361,1,91.99,0.35,39.26,Grocery
1198751,1600858,199280,1037579,270057,2024-01-31 23:59:58.394331909,1,10.52,0.35,5.3,Grocery
1897256,305437,1424950,942993,73851,2024-01-31 23:59:58.562436371,2,5.0,0.35,16.04,Electronics
390455,924522,1432975,299957,461762,2024-01-31 23:59:58.524282465,1,19.0,0.35,45.54,Grocery
1386451,1554955,528381,1864230,461762,2024-01-31 23:59:58.275245153,3,85.49,0.35,21.07,Apparel
669531,1643352,800164,1275216,940944,2024-01-31 23:59:58.203511175,1,15.99,0.35,20.95,Home
1202113,1834457,1781219,927943,866773,2024-01-13 17:52:25.960118295,1,10.0,0.35,28.25,Grocery
873322,1773801,1474430,1515288,1620827,2024-01-31 23:59:58.225986776,6,6.99,0.35,132.68,Apparel
1941815,935502,415183,319745,172884,2024-01-31 23:59:58.344945379,1,9.49,0.35,85.77,Electronics
834518,1357088,374968,769692,810646,2024-01-31 23:59:58.664820702,1,15.99,0.35,126.75,Electronics
905605,1624713,1958937,942993,270057,2024-01-31 23:59:58.972905385,1,109.49,0.35,48.74,Apparel
715735,2936,1622267,737414,367321,2024-01-31 23:59:58.468340724,1,16.99,0.35,96.74,Grocery
1368140,49,126956,1247023,1006546,2024-01-31 23:59:58.657370907,1,342.95,0.35,26.99,Apparel
769535,496385,176538,411695,403604,2024-01-31 23:59:58.737939989,6,5.0,0.35,34.19,Home
1296868,685955,224745,1323,1069986,2024-01-31 23:59:58.892567806,1,107.54,0.35,124.34,Apparel
723496,1412484,263064,1651984,1154336,2024-01-31 23:59:58.013536725,1,6.99,0.35,43.81,Electronics
597367,1890971,916530,183201,1674329,2024-01-31 23:59:58.317790829,2,13.49,0.35,19.2,Apparel
1733437,1825577,1565569,1450209,517079,2024-01-31 23:59:58.899611969,1,219.99,0.35,30.31,Apparel
1167211,1995253,1172481,217741,126408,2024-01-31 23:59:58.448195736,1,23.99,0.35,81.25,Grocery
636372,177873,476489,1843008,148029,2024-01-31 23:59:58.207156408,2,132.99,0.35,87.27,Home
84257,535821,376588,1210114,1069986,2024-01-31 23:59:58.790400806,1,8.99,0.35,38.65,Electronics
1980584,1792953,451506,666126,1285520,2024-01-31 23:59:58.307894775,1,12.99,0.35,21.1,Home
1509600,856898,1931582,521003,337488,2024-01-31 23:59:58.273731580,1,8.95,0.35,22.71,Electronics
174239,1119328,1691380,308575,709137,2024-01-31 23:59:58.028944744,1,15.99,0.35,125.37,Grocery
307161,1291792,1064709,1980497,1058090,2024-01-31 23:59:58.387605244,1,220.99,0.35,45.01,Apparel
1354082,1959837,1538188,89365,621805,2024-01-31 23:59:58.142365126,1,67.49,0.35,62.09,Apparel
340518,958725,1622870,1635276,740545,2024-01-31 23:59:58.456883841,1,16.99,0.35,71.88,Electronics
1463087,291616,168525,1826301,126408,2024-01-31 23:59:58.130879110,1,5.0,0.35,57.13,Electronics
389566,1359561,721734,1137863,1069986,2024-01-31 23:59:58.254149403,3,5.0,0.35,43.93,Home
130314,513288,153567,695701,376185,2024-01-31 23:59:58.565570633,2,7.99,0.35,26.73,Electronics
558846,230868,991787,332540,126408,2024-01-31 23:59:58.371707034,1,57.49,0.35,39.47,Home
1200614,1317855,875963,1644075,905509,2024-01-31 23:59:58.030984550,3,10.99,0.35,68.2,Home
1607731,1018250,1197043,1221621,1154336,2024-01-31 23:59:58.271755358,1,273.79,0.35,63.22,Electronics
602101,60872,168525,1139569,905509,2024-01-31 23:59:58.697376809,1,40.99,0.35,28.22,Electronics
727748,1641929,1874615,1001886,994493,2024-01-31 23:59:58.125982305,8,28.95,0.35,67.56,Electronics
137306,994261,490581,1012756,1902535,2024-01-31 23:59:58.644416153,1,16.99,0.35,24.62,Electronics
1906550,920060,1749621,61971,1902535,2024-01-31 23:59:58.875495121,1,90.0,0.35,63.39,Electronics
1177140,1226488,1497432,1419958,1101857,2024-01-31 23:59:58.375470179,1,27.36,0.35,22.91,Electronics
893682,883374,849107,1927720,866773,2024-01-31 23:59:58.043559742,2,84.0,0.35,13.28,Apparel
1361180,1162364,596569,564960,1771932,2024-01-31 23:59:58.557213250,1,90.99,0.35,38.33,Electronics
833640,842219,1309960,977639,1593782,2024-01-31 23:59:58.573333219,2,19.99,0.35,44.91,Electronics
153755,1979479,269358,590787,1620827,2024-01-31 23:59:58.685187257,1,5.0,0.35,13.2,Apparel
1255487,1597376,535798,1289873,994493,2024-01-31 23:59:58.366391591,1,24.14,0.35,16.28,Apparel
573817,642116,290033,1550662,621805,2024-01-31 23:59:58.711356914,1,41.99,0.35,40.47,Apparel
122255,804890,1866600,1366775,740545,2024-01-31 23:59:58.578952837,1,100.49,0.35,23.78,Electronics
1915092,153362,546681,257879,1069986,2024-01-31 23:59:58.243232827,5,5.0,0.35,14.21,Electronics
798014,1199331,1191944,16352,1771932,2024-01-31 23:59:58.557929207,3,31.95,0.35,16.1,Grocery
1567260,1134963,1211282,650680,1771932,2024-01-31 23:59:58.288960038,3,34.79,0.35,8.14,Apparel
729317,496385,19220,1609829,940944,2024-01-31 23:59:58.959447355,1,8.95,0.35,58.8,Electronics
1312197,438890,708945,1428383,352900,2024-01-31 23:59:58.943837499,1,5.0,0.35,31.24,Home
390179,359130,722889,586396,866773,2024-01-31 23:59:58.367474903,1,52.95,0.35,62.05,Electronics
1647788,1997073,1300687,352994,810646,2024-01-31 23:59:58.976973238,1,27.99,0.35,106.24,Home
1222564,53053,867597,1265379,1936047,2024-01-31 23:59:58.834672874,1,35.99,0.35,53.05,Home
472787,403359,1748858,299957,866773,2024-01-31 23:59:58.128178385,1,38.99,0.35,40.43,Home
1245359,1571709,1136163,213659,1941627,2024-01-31 23:59:58.784907877,2,43.99,0.35,37.12,Home
1824460,1768802,944974,870711,1902535,2024-01-31 23:59:58.919078578,2,96.7,0.35,36.83,Apparel
146119,173917,247036,1624440,172884,2024-01-31 23:59:58.574594468,1,23.59,0.35,80.25,Apparel
1885357,696360,1662890,1927510,172884,2024-01-31 23:59:58.966396930,3,20.61,0.35,25.11,Home
1853558,373496,745985,549551,905509,2024-01-31 23:59:58.117390401,2,78.99,0.35,37.93,Electronics
485519,1854898,1026579,1543895,994493,2024-01-31 23:59:58.885401226,1,6.99,0.35,98.45,Home
927259,1980588,606611,1710536,1101857,2024-01-31 23:59:58.379086543,1,93.49,0.35,52.4,Home
1684652,1534534,745985,103371,172884,2024-01-31 23:59:58.268457281,8,12.08,0.35,54.47,Apparel
285042,1491729,139825,368803,367321,2024-01-31 23:59:58.389895276,8,657.99,0.35,37.27,Home
1408743,1134963,1928556,127316,1199261,2024-01-31 23:59:58.073465419,8,147.0,0.35,47.1,Electronics
239178,230868,1092414,440220,1058090,2024-01-31 23:59:58.749154097,8,7.95,0.35,79.79,Electronics
884078,1644199,1039765,1397788,1490265,2024-01-31 23:59:58.060110461,1,27.49,0.35,7.62,Home
694287,1859047,806122,1717050,517079,2024-01-31 23:59:58.125974946,1,5.0,0.35,19.34,Home
9434,485235,1273620,1919613,352900,2024-01-25 00:19:58.021697249,1,83.0,0.35,68.06,Home
777359,1697923,241741,1124020,403604,2024-01-31 23:59:58.773574752,1,14.99,0.35,33.38,Grocery
838719,1027057,1574564,21411,376185,2024-01-31 23:59:58.268259079,1,22.99,0.35,40.97,Home
1662564,946858,1550192,740277,461762,2024-01-31 23:59:58.478489043,8,71.99,0.35,94.89,Grocery
901504,1142506,454603,363984,1069986,2024-01-31 23:59:58.749798919,1,74.96,0.35,41.69,Grocery
1776256,734168,1486251,1524205,1593782,2024-01-31 23:59:58.226356712,1,15.0,0.35,33.61,Apparel
1368582,107834,1634060,1422226,461762,2024-01-31 23:59:58.553635506,8,276.99,0.35,53.65,Home
1411243,221806,1039765,1755384,1902535,2024-01-31 23:59:58.920062910,5,68.81,0.35,49.03,Electronics
1861257,1682026,867597,94383,1490265,2024-01-31 23:59:58.533159839,2,14.99,0.35,91.46,Apparel
1547847,1548443,1749621,1331914,337488,2024-01-31 23:59:58.561146309,1,19.99,0.35,140.68,Home
885608,1631713,614341,3908,810646,2024-01-31 23:59:58.596483433,8,92.99,0.35,75.6,Electronics
848469,1768802,122889,1553426,1438063,2024-01-31 23:59:58.663848986,1,5.0,0.35,21.61,Electronics
789964,403359,1550192,1397788,905509,2024-01-31 23:59:58.738468703,2,900.0,0.35,67.13,Home
1582739,379324,23311,1146332,461762,2024-01-31 23:59:58.606154970,2,36.99,0.35,41.05,Electronics
1045445,514767,1271803,95375,810646,2024-01-31 23:59:58.249555374,3,10.95,0.35,214.95,Grocery
468182,1343033,1565569,206413,1285520,2024-01-31 23:59:58.535198258,8,96.99,0.35,56.05,Home
630246,945005,1307406,1575659,126408,2024-01-31 23:59:58.720580797,1,5.49,0.35,29.87,Apparel
94383,860077,1527499,374552,1006546,2024-01-31 23:59:58.155080455,1,835.95,0.35,6.31,Electronics
660734,1776095,1317246,209034,126408,2024-01-31 23:59:58.614849876,1,63.95,0.35,28.98,Electronics
1576950,1947178,956015,1995066,1154336,2024-01-31 23:59:58.892980398,1,14.86,0.35,10.01,Electronics
1820537,413182,555423,1324498,481685,2024-01-31 23:59:58.718584831,1,16.0,0.35,9.57,Apparel
804490,982795,879712,1285897,1708860,2024-01-31 23:59:58.136002679,1,662.99,0.35,17.03,Electronics
1492746,8914,1509815,924046,461762,2024-01-31 23:59:58.879356057,2,101.99,0.35,52.05,Grocery
1924884,682030,20469,12314,270057,2024-01-31 23:59:58.253860256,7,351.99,0.35,87.49,Electronics
80194,91358,1307406,1906184,172884,2024-01-31 23:59:58.695693807,3,18.55,0.35,49.9,Grocery
1779229,936943,807720,977391,337488,2024-01-31 23:59:58.767167608,1,66.99,0.35,71.93,Apparel
1360977,1714101,19220,1410538,994493,2024-01-31 23:59:58.510572806,1,69.0,0.35,50.15,Home
1541697,1633695,1023444,1185268,905509,2024-01-31 23:59:58.502079475,2,18.99,0.35,20.43,Home
524519,1415072,254319,1444745,1941627,2024-01-31 23:59:58.845521772,8,163.99,0.35,38.24,Home
1086520,1220595,1041095,1019744,270057,2024-01-31 23:59:58.020156556,8,26.99,0.35,91.79,Electronics
1156238,1883974,290033,1735007,403604,2024-01-07 04:15:21.065952408,1,19.92,0.35,87.72,Grocery
1070134,1337795,1064023,417804,1101857,2024-01-31 23:59:58.914999759,1,147.0,0.35,23.09,Apparel
274037,906351,215036,1650171,337488,2024-01-31 23:59:58.937048384,1,22.49,0.35,18.57,Electronics
1746155,1624713,1763768,974893,1438063,2024-01-31 23:59:58.174496362,2,36.99,0.35,10.31,Electronics
1940284,361463,477497,1019997,481685,2024-01-31 23:59:58.984198673,1,14.99,0.35,38.61,Electronics
807326,59133,956015,12314,905509,2024-01-31 23:59:58.597110991,1,287.5,0.35,74.83,Electronics
1092375,1834457,123853,142943,73851,2024-01-12 12:09:25.093182232,2,38.99,0.35,20.35,Home
1501877,1883974,284542,195251,994493,2024-01-06 15:55:19.667031732,2,33.49,0.35,12.32,Electronics
1924755,734168,1408470,1706145,1069986,2024-01-31 23:59:58.497443707,1,11.99,0.35,48.5,Electronics
908978,1888726,38368,1551642,1069986,2024-01-31 23:59:58.718263314,1,32.99,0.35,134.58,Electronics
1087823,310175,1634060,1646542,866773,2024-01-31 23:59:58.585471737,1,30.0,0.35,32.04,Home
48588,793591,247036,693362,1620827,2024-01-31 23:59:58.419873257,1,14.49,0.35,45.89,Apparel
1011976,1193570,1300687,980761,1941627,2024-01-31 23:59:58.861204463,1,108.99,0.35,11.28,Grocery
125622,407419,1026579,626138,940944,2024-01-31 23:59:58.929082146,1,21.12,0.35,25.88,Electronics
870218,721880,313469,1139569,1771932,2024-01-31 23:59:58.684409208,1,78.99,0.35,51.19,Electronics
503599,1839145,1145750,1694440,97416,2024-01-31 23:59:58.336105895,1,7.99,0.35,72.67,Home
265402,1133700,577307,1371927,1006546,2024-01-31 23:59:58.127938620,1,18.99,0.35,45.8,Electronics
1224738,1444029,176538,631873,1771932,2024-01-31 23:59:58.126415514,1,5.0,0.35,20.44,Electronics
933557,1131243,1172481,7760,352900,2024-01-31 23:59:58.528499560,1,15.49,0.35,13.84,Electronics
1738328,1196806,59573,1243042,1708860,2024-01-31 23:59:58.357539225,1,11.0,0.35,36.66,Apparel
980865,231820,84906,1662030,352900,2024-01-31 23:59:58.892454371,1,53.0,0.35,14.26,Electronics
1736992,703285,141352,1410432,1069986,2024-01-31 23:59:58.553776560,1,33.23,0.35,53.51,Electronics
1048830,1137713,1197043,434803,1490265,2024-01-31 23:59:58.333579215,1,8.95,0.35,28.1,Apparel
821583,1023916,1307406,1359273,994493,2024-01-31 23:59:58.388423022,4,40.99,0.35,26.76,Electronics
436406,1196475,1305104,971593,1058090,2024-01-31 23:59:58.463411385,1,74.99,0.35,16.32,Home
891186,1753676,1486251,179255,866773,2024-01-31 23:59:58.798752910,2,5.0,0.35,43.62,Home
995521,1348198,735350,1114267,1101857,2024-01-31 23:59:58.500539444,1,85.55,0.35,51.31,Grocery
1739976,153144,1816843,364349,740545,2024-01-31 23:59:58.052746888,8,84.95,0.35,88.24,Electronics
870846,225441,1693882,1429290,1902535,2024-01-31 23:59:58.016082257,5,36.99,0.35,34.25,Electronics
1497453,410382,1259610,280452,810646,2024-01-31 23:59:58.711924488,2,5.0,0.35,6.79,Home
269310,1417838,824107,939748,1058090,2024-01-31 23:59:58.625263327,3,17.51,0.35,94.85,Home
595500,580918,556121,232790,148029,2024-01-31 23:59:58.902731066,1,210.49,0.35,50.51,Home
